1627530745.155094,-42.197144,26.139664,-8.830154,2
1627530745.165102,-41.925781,26.014503,-8.698380,2
1627530745.175110,-42.158691,26.295288,-9.005386,2
1627530745.185118,-41.975464,26.238686,-9.090332,2
1627530745.195127,-42.179504,26.286362,-8.903587,2
1627530745.205134,-42.143158,26.236610,-9.025780,2
1627530745.215142,-42.152557,26.172951,-8.958359,2
1627530745.225150,-42.206573,26.224609,-8.884575,2
1627530745.235158,-42.051849,26.098801,-8.743996,2
1627530745.245166,-42.200989,26.185089,-8.831161,2
1627530745.255174,-42.160461,26.263893,-8.841797,2
1627530745.265182,-42.122467,26.155327,-8.781296,2
1627530745.275190,-42.141724,26.161400,-8.990486,2
1627530745.285198,-41.864044,25.933853,-8.923889,2
1627530745.295206,-41.945007,26.023308,-8.749176,2
1627530745.305214,-41.989990,26.040100,-8.692123,2
1627530745.315223,-42.028595,25.946007,-8.921715,2
1627530745.325230,-42.044281,25.856590,-8.662865,2
1627530745.335238,-42.132324,25.924362,-8.722382,2
1627530745.345246,-42.013550,25.979851,-8.928932,2
1627530745.355254,-41.951019,25.937523,-8.762772,2
1627530745.365263,-41.961792,25.997231,-8.819832,2
1627530745.375270,-41.982239,25.857513,-8.866379,2
1627530745.385278,-41.957703,26.030159,-9.086220,2
1627530745.395286,-41.868988,26.104248,-8.946022,2
1627530745.405294,-42.003632,26.165833,-9.050369,2
1627530745.415303,-42.079712,26.154228,-8.792770,2
1627530745.425310,-42.131866,26.084702,-9.068375,2
1627530745.435318,-42.193146,26.148102,-8.914871,2
1627530745.445326,-42.032928,26.110222,-9.062668,2
1627530745.455334,-41.975403,26.126701,-9.161812,2
1627530745.465343,-42.105957,26.084427,-9.111084,2
1627530745.475350,-41.991455,25.915787,-9.144188,2
1627530745.485358,-42.111847,25.956352,-9.168465,2
1627530745.495366,-42.087097,25.906464,-9.359039,2
1627530745.505374,-41.900116,25.889381,-9.111481,2
1627530745.515383,-42.089447,26.024033,-9.452034,2
1627530745.525390,-42.041748,26.029480,-9.185814,2
1627530745.535398,-42.067261,25.920982,-9.409058,2
1627530745.545406,-41.910583,25.785522,-9.462402,2
1627530745.555414,-42.038300,25.929779,-9.401276,2
1627530745.565423,-42.042236,25.876915,-9.197777,2
1627530745.575430,-41.877625,25.783981,-9.350853,2
1627530745.585439,-41.994171,25.766594,-9.531097,2
1627530745.595447,-41.903839,25.587700,-10.076317,2
1627530745.605455,-41.803833,25.715332,-9.928917,2
1627530745.615463,-41.781250,25.637100,-9.775940,2
1627530745.625471,-41.837341,25.709213,-9.605774,2
1627530745.635479,-42.120178,25.827583,-9.709778,2
1627530745.645487,-41.881653,25.751556,-9.720299,2
1627530745.655495,-41.868988,25.784782,-9.717125,2
1627530745.665504,-41.838257,25.820305,-9.665337,2
1627530745.675511,-41.932709,25.867340,-9.927834,2
1627530745.685519,-41.956848,25.749298,-9.919403,2
1627530745.695527,-41.884766,25.793877,-9.666100,2
1627530745.705535,-41.708679,25.809708,-10.257507,2
1627530745.715544,-41.781036,25.820435,-10.103355,2
1627530745.725551,-41.789093,25.800407,-10.173935,2
1627530745.735559,-41.967041,25.790924,-9.888474,2
1627530745.745567,-41.944336,25.792984,-9.775665,2
1627530745.755575,-41.932709,25.908188,-9.980965,2
1627530745.765583,-41.866150,25.946533,-10.002861,2
1627530745.775591,-41.918030,25.870293,-10.054688,2
1627530745.785599,-41.848480,25.655830,-10.089890,2
1627530745.795607,-41.903442,25.707054,-9.905647,2
1627530745.805615,-41.844360,25.723038,-9.909012,2
1627530745.815623,-41.680359,25.764465,-9.661278,2
1627530745.825631,-41.838562,25.629471,-9.683594,2
1627530745.835639,-41.765289,25.391205,-9.753166,2
1627530745.845647,-41.852478,25.356194,-9.579994,2
1627530745.855655,-41.875519,25.395424,-9.561066,2
1627530745.865663,-41.839142,25.533051,-9.450775,2
1627530745.875671,-42.000336,25.655144,-9.567856,2
1627530745.885679,-41.913757,25.618263,-9.637047,2
1627530745.895687,-42.102356,25.525734,-9.517624,2
1627530745.905695,-42.030548,25.594398,-9.529015,2
1627530745.915703,-41.929749,25.538971,-9.448921,2
1627530745.925711,-41.872498,25.496788,-9.417580,2
1627530745.935719,-42.038635,25.465080,-9.463074,2
1627530745.945727,-41.833649,25.451263,-9.503410,2
1627530745.955735,-42.057373,25.475517,-9.517578,2
