1627530749.991790,37.544789,126.963929,65.000000,55.706356,10.000000,0,-1.000000,-1.000000
1627530756.562274,37.544784,126.963925,65.000000,55.602707,10.000000,0,-1.000000,-1.000000
1627530763.106345,37.544803,126.963888,65.000000,55.550728,10.000000,0,-1.000000,-1.000000
1627530765.318884,37.544743,126.963887,55.513021,54.439772,39.859185,0,-1.000000,0.855486
1627530766.318877,37.544734,126.963892,58.369770,54.740024,40.639218,0,-1.000000,1.020487
1627530767.318871,37.544728,126.963893,61.284845,54.968983,40.489507,0,-1.000000,0.855486
1627530768.318864,37.544711,126.963899,67.666283,55.074979,48.022233,0,-1.000000,1.020487
1627530769.318857,37.544698,126.963932,59.165866,55.081583,41.522965,0,-1.000000,1.396726
1627530770.318851,37.544682,126.963960,62.392688,54.952482,44.274565,0,-1.000000,1.659737
1627530771.317942,37.544674,126.963992,66.587172,54.871802,45.383731,0,-1.000000,2.002595
1627530772.317935,37.544674,126.964015,64.259676,54.985560,49.601649,0,-1.000000,2.002595
1627530773.317617,37.544660,126.964031,63.118755,54.889845,52.487697,0,-1.000000,2.263364
1627530774.317611,37.544632,126.964031,64.382728,55.045007,56.050158,0,-1.000000,2.342285
1627530775.317840,37.544614,126.964053,72.907056,55.039347,59.860056,0,148.890601,3.075908
1627530776.317833,37.544599,126.964079,69.612027,54.997171,59.836255,0,141.911158,3.075908
1627530777.317855,37.544584,126.964090,74.144812,54.915153,61.676257,0,143.110743,2.958264
1627530778.317847,37.544584,126.964090,74.144812,56.092870,61.676257,0,-1.000000,2.958264
1627530779.317815,37.544696,126.963998,38.116421,55.484797,43.777143,0,-1.000000,2.731748
1627530780.457778,37.544697,126.963999,41.465352,55.466063,42.488436,0,-1.000000,0.966712
