1627530745.155094,0.550343,-0.407133,-0.384076,-0.619556
1627530745.165102,0.550320,-0.406946,-0.384362,-0.619524
1627530745.175110,0.550252,-0.406689,-0.384514,-0.619658
1627530745.185118,0.550143,-0.406592,-0.384473,-0.619844
1627530745.195127,0.549952,-0.406699,-0.384175,-0.620128
1627530745.205134,0.549712,-0.406915,-0.383529,-0.620598
1627530745.215142,0.549403,-0.407236,-0.382678,-0.621186
1627530745.225150,0.549065,-0.407624,-0.381829,-0.621754
1627530745.235158,0.548745,-0.407994,-0.381230,-0.622161
1627530745.245166,0.548418,-0.408270,-0.380997,-0.622411
1627530745.255174,0.548146,-0.408407,-0.380838,-0.622658
1627530745.265182,0.547884,-0.408395,-0.380662,-0.623002
1627530745.275190,0.547635,-0.408353,-0.380526,-0.623333
1627530745.285198,0.547413,-0.408408,-0.380446,-0.623540
1627530745.295206,0.547200,-0.408602,-0.380519,-0.623556
1627530745.305214,0.547074,-0.408792,-0.380592,-0.623497
1627530745.315223,0.547062,-0.408848,-0.380472,-0.623544
1627530745.325230,0.547157,-0.408741,-0.380205,-0.623693
1627530745.335238,0.547335,-0.408470,-0.379930,-0.623883
1627530745.345246,0.547540,-0.408138,-0.379653,-0.624089
1627530745.355254,0.547732,-0.407831,-0.379439,-0.624252
1627530745.365263,0.547914,-0.407551,-0.379370,-0.624316
1627530745.375270,0.548034,-0.407414,-0.379406,-0.624278
1627530745.385278,0.548064,-0.407449,-0.379477,-0.624186
1627530745.395286,0.548028,-0.407540,-0.379590,-0.624090
1627530745.405294,0.548061,-0.407517,-0.379662,-0.624032
1627530745.415303,0.548200,-0.407332,-0.379746,-0.623980
1627530745.425310,0.548393,-0.407095,-0.379918,-0.623860
1627530745.435318,0.548615,-0.406816,-0.380180,-0.623687
1627530745.445326,0.548887,-0.406470,-0.380450,-0.623509
1627530745.455334,0.549192,-0.406061,-0.380718,-0.623344
1627530745.465343,0.549494,-0.405572,-0.381002,-0.623221
1627530745.475350,0.549798,-0.405061,-0.381280,-0.623115
1627530745.485358,0.550064,-0.404591,-0.381566,-0.623011
1627530745.495366,0.550309,-0.404117,-0.381837,-0.622936
1627530745.505374,0.550582,-0.403855,-0.382143,-0.622677
1627530745.515383,0.550813,-0.404024,-0.382643,-0.622057
1627530745.525390,0.550980,-0.404082,-0.383304,-0.621463
1627530745.535398,0.551241,-0.403847,-0.383905,-0.621014
1627530745.545406,0.551477,-0.403602,-0.384381,-0.620669
1627530745.555414,0.551701,-0.403404,-0.384754,-0.620367
1627530745.565423,0.551967,-0.403172,-0.385051,-0.620097
1627530745.575430,0.552264,-0.402892,-0.385290,-0.619866
1627530745.585439,0.552566,-0.402562,-0.385496,-0.619684
1627530745.595447,0.552826,-0.401964,-0.385693,-0.619718
1627530745.605455,0.553118,-0.401728,-0.385768,-0.619563
1627530745.615463,0.553252,-0.401721,-0.385986,-0.619312
1627530745.625471,0.553358,-0.401567,-0.386123,-0.619232
1627530745.635479,0.553511,-0.401328,-0.386087,-0.619273
1627530745.645487,0.553691,-0.401064,-0.385941,-0.619373
1627530745.655495,0.553925,-0.400719,-0.385330,-0.619768
1627530745.665504,0.554088,-0.400341,-0.384358,-0.620470
1627530745.675511,0.554181,-0.400058,-0.383581,-0.621049
1627530745.685519,0.554251,-0.399800,-0.382787,-0.621644
1627530745.695527,0.554081,-0.399765,-0.381976,-0.622316
1627530745.705535,0.553781,-0.399932,-0.381011,-0.623066
1627530745.715544,0.553511,-0.400078,-0.379846,-0.623923
1627530745.725551,0.553276,-0.400097,-0.378740,-0.624792
1627530745.735559,0.553017,-0.400146,-0.377967,-0.625457
1627530745.745567,0.552658,-0.400448,-0.377741,-0.625718
1627530745.755575,0.552471,-0.400359,-0.377651,-0.625994
1627530745.765583,0.552399,-0.400190,-0.377775,-0.626090
1627530745.775591,0.552194,-0.400196,-0.378309,-0.625945
1627530745.785599,0.551970,-0.400243,-0.378974,-0.625710
1627530745.795607,0.551747,-0.400369,-0.379811,-0.625318
1627530745.805615,0.551541,-0.400551,-0.380625,-0.624889
1627530745.815623,0.551336,-0.400749,-0.381288,-0.624538
1627530745.825631,0.551139,-0.401047,-0.381826,-0.624192
1627530745.835639,0.550970,-0.401442,-0.382314,-0.623788
1627530745.845647,0.550844,-0.401817,-0.382757,-0.623387
1627530745.855655,0.550842,-0.402044,-0.383070,-0.623050
