1627530745.150090,0.068752,0.030092,-0.006554
1627530745.160098,0.047714,0.038999,-0.022772
1627530745.170106,0.023458,0.027094,-0.036879
1627530745.180115,-0.018626,0.026590,-0.031088
1627530745.190122,-0.085203,0.034854,-0.026416
1627530745.200130,-0.159377,0.041706,-0.020133
1627530745.210138,-0.212546,0.053218,-0.015694
1627530745.220146,-0.221451,0.050274,-0.011929
1627530745.230155,-0.170991,0.022791,-0.015490
1627530745.240162,-0.106873,0.003428,-0.022892
1627530745.250170,-0.079044,0.028651,-0.033966
1627530745.260178,-0.078408,0.066389,-0.043849
1627530745.270186,-0.068453,0.080289,-0.039046
1627530745.280195,-0.062645,0.057420,-0.017932
1627530745.290202,-0.041619,-0.003256,-0.000519
1627530745.300210,-0.024808,-0.024057,0.014936
1627530745.310218,-0.032569,-0.010028,0.020737
1627530745.320226,-0.029896,0.018115,0.016891
1627530745.330235,-0.007805,0.062370,0.012822
1627530745.340242,-0.005511,0.098173,0.016963
1627530745.350250,-0.001393,0.088116,0.022038
1627530745.360258,0.020867,0.058313,0.027638
1627530745.370266,0.021148,-0.000314,0.032093
1627530745.380275,0.003422,-0.042019,0.036634
1627530745.390282,-0.004869,-0.032552,0.031890
1627530745.400290,0.007357,0.007208,0.022306
1627530745.410298,0.038594,0.026457,0.013873
1627530745.420306,0.064505,0.020817,0.018715
1627530745.430314,0.088494,0.011630,0.018476
1627530745.440322,0.104401,0.007096,0.010394
1627530745.450330,0.112300,0.018978,0.009088
1627530745.460338,0.115217,0.043257,0.001607
1627530745.470346,0.115874,0.062337,0.001548
1627530745.480354,0.108457,0.054461,0.000432
1627530745.490362,0.103103,0.043613,-0.003798
1627530745.500371,0.099985,-0.004305,0.025742
1627530745.510378,0.100502,-0.130328,0.088979
1627530745.520386,0.129524,-0.135726,0.044138
1627530745.530394,0.154012,-0.057633,0.026031
1627530745.540402,0.125959,-0.031698,0.018812
1627530745.550411,0.100405,-0.019172,0.028853
1627530745.560418,0.096378,-0.003983,0.038549
1627530745.570426,0.094418,0.013405,0.039270
1627530745.580434,0.090104,0.025885,0.038333
1627530745.590442,0.080301,0.022790,0.035041
1627530745.600451,0.067001,0.001566,0.035684
1627530745.610459,0.051885,0.002080,0.031407
1627530745.620467,0.037124,0.020349,0.020169
1627530745.630476,0.022376,0.032623,0.014557
1627530745.640483,0.013313,0.052185,0.020349
1627530745.650491,-0.052296,0.161857,0.019981
1627530745.660499,-0.133359,0.245044,-0.000653
1627530745.670507,-0.106639,0.178062,0.002339
1627530745.680516,-0.115177,0.189665,0.002827
1627530745.690523,-0.169640,0.149309,-0.022842
1627530745.700531,-0.228360,0.152071,-0.018969
1627530745.710539,-0.258817,0.183829,-0.011018
1627530745.720547,-0.235140,0.195184,-0.021076
1627530745.730555,-0.180912,0.154665,-0.029509
1627530745.740563,-0.112937,0.102942,-0.038476
1627530745.750571,-0.041975,0.066262,-0.048002
1627530745.760579,0.025359,0.008847,-0.045938
1627530745.770587,0.061676,-0.041418,-0.058389
1627530745.780595,0.072439,-0.075251,-0.052207
1627530745.790603,0.097276,-0.111136,-0.032463
1627530745.800611,0.094032,-0.141800,-0.025146
1627530745.810619,0.070202,-0.159239,-0.027605
1627530745.820627,0.043295,-0.169366,-0.006705
1627530745.830635,0.037167,-0.187786,0.011635
1627530745.840643,0.037606,-0.202550,0.016593
1627530745.850651,0.043006,-0.163679,0.023419
1627530745.860659,0.060591,-0.121712,0.038043
1627530745.870667,0.075205,-0.090520,0.044865
1627530745.880675,0.066540,-0.090479,0.054425
1627530745.890683,0.034596,-0.105536,0.057525
1627530745.900691,-0.005046,-0.136705,0.041480
1627530745.910699,-0.045523,-0.098450,0.041711
1627530745.920707,-0.033291,0.019005,-0.066241
1627530745.930715,0.020348,0.055275,-0.089333
1627530745.940723,0.070332,0.099491,-0.053943
1627530745.950731,0.111858,0.138210,-0.034872
1627530745.960739,0.130532,0.162396,-0.006693
1627530745.970747,0.129529,0.187447,-0.013112
1627530745.980755,0.136648,0.158977,-0.037495
1627530745.990763,0.119404,0.135360,-0.043738
1627530746.000771,0.072241,0.082936,-0.004389
1627530746.010779,0.019976,0.038082,0.065134
1627530746.020787,0.007885,0.009910,0.114037
1627530746.030795,0.044547,-0.002959,0.136081
1627530746.040803,0.081501,-0.001539,0.149755
1627530746.050811,0.076912,-0.009706,0.169237
1627530746.060819,0.035290,-0.032332,0.168748
1627530746.070827,-0.011158,-0.071827,0.163154
1627530746.080835,-0.042866,-0.116503,0.145819
1627530746.090843,-0.074411,-0.145954,0.121805
1627530746.100851,-0.123524,-0.133119,0.118495
1627530746.110859,-0.180872,-0.084110,0.101075
1627530746.120867,-0.032798,0.258235,0.023369
1627530746.130875,-0.067221,0.228756,0.044681
1627530746.140883,-0.242601,0.053156,-0.013828
1627530746.150891,-0.375522,-0.138978,-0.039927
1627530746.160899,-0.434759,-0.223364,-0.022973
1627530746.170907,-0.433878,-0.170737,-0.005819
1627530746.180916,-0.396778,-0.102616,0.021083
1627530746.190924,-0.349601,-0.097724,0.051840
1627530746.200932,-0.331107,-0.144008,0.055252
1627530746.210940,-0.314955,-0.180099,0.060391
1627530746.220948,-0.294965,-0.125437,0.079054
1627530746.230956,-0.252067,-0.019148,0.117739
1627530746.240964,-0.200399,0.064613,0.148922
1627530746.250972,-0.166102,0.094574,0.159765
1627530746.260980,-0.139962,0.076893,0.155725
1627530746.270988,-0.085458,0.059814,0.148942
1627530746.280996,-0.011931,0.077468,0.138156
1627530746.291004,0.054600,0.103333,0.130522
1627530746.301012,0.105853,0.098394,0.115263
1627530746.311020,0.134656,0.066041,0.103008
1627530746.321028,0.137406,0.028990,0.091447
1627530746.331036,0.096544,-0.025204,0.076697
1627530746.341044,0.040834,-0.056405,0.069566
1627530746.351052,-0.005441,-0.048474,0.072618
1627530746.361060,-0.035583,-0.019645,0.085645
1627530746.371068,-0.056718,0.012886,0.095779
1627530746.381076,-0.063288,0.020912,0.082409
1627530746.391084,-0.043656,0.008416,0.058377
1627530746.401092,0.028589,0.052409,-0.012436
1627530746.411100,0.183806,0.117955,-0.122087
