1627530745.040137,0,1461.888184,1461.888184,963.666687,694.755127
1627530745.073460,1,1467.578613,1467.578613,964.032715,695.950562
1627530745.106783,2,1464.733276,1464.733276,964.016541,693.571716
1627530745.140107,3,1462.457275,1462.457275,964.180542,694.262817
1627530745.173429,4,1465.302368,1465.302368,963.799561,694.672058
1627530745.206753,5,1466.440552,1466.440552,964.072571,694.277466
1627530745.240076,6,1461.888184,1461.888184,964.252625,693.875549
1627530745.273399,7,1463.595215,1463.595215,963.999146,694.673035
1627530745.306722,8,1464.164307,1464.164307,964.330688,694.136597
1627530745.340045,9,1464.164307,1464.164307,964.254395,694.481812
1627530745.373369,10,1463.595215,1463.595215,964.146973,693.979187
1627530745.406692,11,1463.595215,1463.595215,964.124084,694.574402
1627530745.440015,12,1463.595215,1463.595215,964.327026,694.141235
1627530745.473338,13,1464.164307,1464.164307,964.093140,694.291382
1627530745.506661,14,1463.595215,1463.595215,962.247314,697.964783
1627530745.539984,15,1464.733276,1464.733276,964.255676,694.708618
1627530745.573308,16,1464.164307,1464.164307,964.261902,694.320618
1627530745.606631,17,1464.733276,1464.733276,964.135010,694.334229
1627530745.639954,18,1464.733276,1464.733276,964.012146,694.687317
1627530745.673277,19,1462.457275,1462.457275,964.437927,694.888611
1627530745.706600,20,1465.302368,1465.302368,963.839050,694.488403
1627530745.739923,21,1462.457275,1462.457275,964.218079,694.253296
1627530745.773247,22,1461.319092,1461.319092,964.028748,694.218323
1627530745.806570,23,1463.595215,1463.595215,963.755371,694.061218
1627530745.839893,24,1464.164307,1464.164307,963.915100,694.252014
1627530745.873216,25,1464.164307,1464.164307,964.119751,694.206055
1627530745.906539,26,1465.302368,1465.302368,964.023438,694.560120
1627530745.939863,27,1464.733276,1464.733276,963.379700,694.696655
1627530745.973186,28,1464.164307,1464.164307,964.303528,693.971619
1627530746.006509,29,1464.164307,1464.164307,963.141846,694.766418
1627530746.039832,30,1462.457275,1462.457275,963.857300,694.160889
1627530746.073155,31,1464.164307,1464.164307,964.087830,694.725891
1627530746.106478,32,1464.733276,1464.733276,964.459229,694.577698
1627530746.139802,33,1465.302368,1465.302368,964.657532,692.026733
1627530746.173125,34,1463.595215,1463.595215,963.354431,694.323303
1627530746.206448,35,1463.026245,1463.026245,963.814148,694.316650
1627530746.239771,36,1464.164307,1464.164307,963.940063,694.502686
1627530746.273094,37,1463.595215,1463.595215,963.936401,694.535889
1627530746.306417,38,1464.733276,1464.733276,963.586304,694.373108
1627530746.339741,39,1464.733276,1464.733276,964.206116,694.604309
1627530746.373064,40,1464.164307,1464.164307,964.610474,694.616455
1627530746.406387,41,1463.595215,1463.595215,965.442444,694.244568
1627530746.456372,42,1463.595215,1463.595215,963.254089,694.596313
1627530746.489695,43,1464.733276,1464.733276,963.204285,694.043274
1627530746.523018,44,1463.595215,1463.595215,964.106018,694.669189
