1627530745.155094,0.069634,0.038047,-0.033638,-0.927232,-0.027788,-0.373456,-0.027663,0.028764,-0.018008,6.771502
1627530745.165102,0.043549,0.039643,-0.048984,-0.927269,-0.028342,-0.373323,-0.021050,0.016456,0.010866,6.770994
1627530745.175110,0.012625,0.026584,-0.054571,-0.927175,-0.028971,-0.373506,-0.008204,0.017771,0.025774,6.790297
1627530745.185118,-0.043888,0.033591,-0.048203,-0.927077,-0.029259,-0.373728,0.005629,0.006448,0.037958,6.818609
1627530745.195127,-0.114459,0.039064,-0.036514,-0.926966,-0.029146,-0.374011,0.021372,-0.001235,0.058139,6.864395
1627530745.205134,-0.179456,0.052793,-0.036380,-0.926723,-0.028664,-0.374652,0.023250,-0.000923,0.062793,6.932389
1627530745.215142,-0.215992,0.058786,-0.028627,-0.926428,-0.027955,-0.375432,0.015738,-0.000380,0.055883,7.018269
1627530745.225150,-0.193250,0.036754,-0.029241,-0.926181,-0.027183,-0.376099,0.006869,0.002357,0.028458,7.105145
1627530745.235158,-0.127643,0.010763,-0.038734,-0.926072,-0.026604,-0.376409,-0.008117,0.004754,-0.021311,7.175514
1627530745.245166,-0.077169,0.013452,-0.044863,-0.926114,-0.026468,-0.376314,-0.023868,0.009973,-0.055144,7.232235
1627530745.255174,-0.066691,0.049403,-0.054912,-0.926105,-0.026531,-0.376333,-0.026913,0.005062,-0.044718,7.282940
1627530745.265182,-0.066748,0.077665,-0.060159,-0.925981,-0.026800,-0.376619,-0.014251,-0.001184,-0.016173,7.341562
1627530745.275190,-0.057551,0.074949,-0.046609,-0.925858,-0.027133,-0.376896,-0.004363,-0.005048,-0.005520,7.397554
1627530745.285198,-0.046244,0.032372,-0.025955,-0.925840,-0.027311,-0.376927,0.006361,-0.011843,-0.005626,7.439413
1627530745.295206,-0.020123,-0.020779,-0.007053,-0.926012,-0.027375,-0.376500,0.018160,-0.011825,-0.014384,7.462955
1627530745.305214,-0.017073,-0.020456,0.001616,-0.926185,-0.027318,-0.376078,0.014854,-0.010035,-0.019445,7.470718
1627530745.315223,-0.026933,0.006209,0.000079,-0.926153,-0.027153,-0.376169,0.010321,-0.010857,0.005518,7.476269
1627530745.325230,-0.010076,0.040229,-0.002914,-0.925923,-0.026971,-0.376749,0.007511,-0.001762,0.015391,7.479963
1627530745.335238,0.004210,0.085945,0.000801,-0.925573,-0.026924,-0.377610,0.005270,0.004051,0.007051,7.478775
1627530745.345246,0.001696,0.099834,0.001518,-0.925179,-0.026931,-0.378575,0.008400,0.004501,0.009297,7.476336
1627530745.355254,0.018006,0.074019,0.008069,-0.924839,-0.026967,-0.379401,0.007954,0.004033,0.006979,7.471182
1627530745.365263,0.033313,0.032417,0.015864,-0.924606,-0.027088,-0.379960,-0.003052,0.011601,-0.010940,7.458200
1627530745.375270,0.020593,-0.027334,0.020596,-0.924535,-0.027156,-0.380129,-0.016520,0.011684,-0.016493,7.442261
1627530745.385278,0.002093,-0.041568,0.017911,-0.924604,-0.027112,-0.379965,-0.020144,0.003186,-0.006449,7.430700
1627530745.395286,0.007133,-0.010147,0.007604,-0.924735,-0.027109,-0.379646,-0.011529,0.001459,0.008842,7.425716
1627530745.405294,0.031220,0.022225,0.000208,-0.924763,-0.027154,-0.379574,-0.000850,0.000069,0.016094,7.417021
1627530745.415303,0.063686,0.029933,-0.000012,-0.924687,-0.027308,-0.379747,0.007527,-0.003270,0.001664,7.397894
1627530745.425310,0.085543,0.016142,0.000801,-0.924629,-0.027535,-0.379871,0.005623,-0.003792,-0.012661,7.366968
1627530745.435318,0.105002,0.009796,-0.003968,-0.924597,-0.027856,-0.379927,-0.000681,0.000177,-0.016298,7.328211
1627530745.445326,0.117808,0.013281,-0.007118,-0.924523,-0.028216,-0.380080,-0.007041,0.004870,-0.017778,7.283829
1627530745.455334,0.123757,0.033294,-0.011442,-0.924405,-0.028626,-0.380338,-0.009189,0.004090,-0.009921,7.237213
1627530745.465343,0.128948,0.057386,-0.014808,-0.924239,-0.029178,-0.380698,-0.004060,0.005283,0.000922,7.194723
